PRODUCTO,COBERTURA,ANIO,ID_ENTIDAD,ESPECIE_GANADERA,CABEZAS_SACRIFICADAS,ESTATUS_DATO_CBZ,PRODUCCION_CARNE,ESTATUS_DATO_PROD,VALOR_PRODUCCION,ESTATUS_DATO_VPROD,PRECIO_MEDIO,ESTATUS_DATO_PMED,ESTATUS
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	17",Ganado bovino,40900,Disponible,8520,Disponible,64273,Disponible,7544,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	18",Ganado bovino,44397,Disponible,7788,Disponible,53630,Disponible,6886,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	19",Ganado bovino,141800,Disponible,29776,Disponible,212962,Disponible,7152,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	20",Ganado bovino,48681,Disponible,9902,Disponible,78670,Disponible,7945,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	21",Ganado bovino,74266,Disponible,15161,Disponible,109631,Disponible,7231,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	22",Ganado bovino,36821,Disponible,6624,Disponible,49123,Disponible,7416,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	23",Ganado bovino,23251,Disponible,4685,Disponible,37719,Disponible,8051,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	24",Ganado bovino,71583,Disponible,14343,Disponible,104199,Disponible,7265,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	25",Ganado bovino,155021,Disponible,27334,Disponible,199394,Disponible,7295,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	26",Ganado bovino,110256,Disponible,19824,Disponible,154413,Disponible,7789,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	27",Ganado bovino,244007,Disponible,53417,Disponible,349979,Disponible,6552,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	28",Ganado bovino,119672,Disponible,25702,Disponible,175673,Disponible,6835,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	29",Ganado bovino,11615,Disponible,2558,Disponible,17457,Disponible,6824,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	30",Ganado bovino,210982,Disponible,42308,Disponible,289856,Disponible,6851,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	31",Ganado bovino,44643,Disponible,8062,Disponible,56994,Disponible,7069,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	32",Ganado bovino,54444,Disponible,9506,Disponible,66437,Disponible,6989,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	01",Ganado caprino,31514,Disponible,477,Disponible,4064,Disponible,8520,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	02",Ganado caprino,669,Disponible,10,Disponible,83,Disponible,8300,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	03",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	04",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	05",Ganado caprino,4699,Disponible,78,Disponible,681,Disponible,8731,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	06",Ganado caprino,910,Disponible,16,Disponible,114,Disponible,7125,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	07",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	08",Ganado caprino,6151,Disponible,78,Disponible,590,Disponible,7564,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	09",Ganado caprino,72814,Disponible,1231,Disponible,10194,Disponible,8281,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	10",Ganado caprino,381,Disponible,5,Disponible,42,Disponible,8400,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	11",Ganado caprino,141516,Disponible,2450,Disponible,19356,Disponible,7900,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	12",Ganado caprino,8821,Disponible,94,Disponible,772,Disponible,8213,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	13",Ganado caprino,12386,Disponible,267,Disponible,2433,Disponible,9112,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	14",Ganado caprino,39391,Disponible,685,Disponible,6306,Disponible,9206,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	15",Ganado caprino,15537,Disponible,223,Disponible,1737,Disponible,7789,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	16",Ganado caprino,15411,Disponible,264,Disponible,2115,Disponible,8011,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	17",Ganado caprino,2311,Disponible,40,Disponible,347,Disponible,8675,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	18",Ganado caprino,1464,Disponible,40,Disponible,350,Disponible,8750,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	19",Ganado caprino,250537,Disponible,4156,Disponible,30468,Disponible,7331,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	20",Ganado caprino,26761,Disponible,420,Disponible,3540,Disponible,8429,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	21",Ganado caprino,17930,Disponible,335,Disponible,3015,Disponible,9000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	22",Ganado caprino,26655,Disponible,348,Disponible,2757,Disponible,7922,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	23",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	24",Ganado caprino,12165,Disponible,154,Disponible,1416,Disponible,9195,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	25",Ganado caprino,14197,Disponible,249,Disponible,2052,Disponible,8241,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	26",Ganado caprino,2038,Disponible,32,Disponible,247,Disponible,7719,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	27",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	28",Ganado caprino,10892,Disponible,162,Disponible,1489,Disponible,9191,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	29",Ganado caprino,531,Disponible,7,Disponible,69,Disponible,9857,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	30",Ganado caprino,1362,Disponible,27,Disponible,216,Disponible,8000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	31",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	32",Ganado caprino,16105,Disponible,286,Disponible,2521,Disponible,8815,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	01",Ganado ovino,24238,Disponible,405,Disponible,3381,Disponible,8348,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	02",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	03",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	04",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	05",Ganado ovino,225,Disponible,5,Disponible,36,Disponible,7200,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	06",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	07",Ganado ovino,35,Disponible,1,Disponible,4,Disponible,4000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	08",Ganado ovino,1968,Disponible,40,Disponible,317,Disponible,7925,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	09",Ganado ovino,172104,Disponible,3253,Disponible,27161,Disponible,8350,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	10",Ganado ovino,31,Disponible, ,No significativo,4,Disponible,8565,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	11",Ganado ovino,4460,Disponible,85,Disponible,666,Disponible,7835,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	12",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	13",Ganado ovino,19423,Disponible,382,Disponible,3094,Disponible,8099,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	14",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	15",Ganado ovino,66500,Disponible,1082,Disponible,8239,Disponible,7615,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	16",Ganado ovino,2385,Disponible,40,Disponible,280,Disponible,7000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	17",Ganado ovino,197,Disponible,5,Disponible,41,Disponible,8200,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	18",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	19",Ganado ovino,645,Disponible,13,Disponible,115,Disponible,8846,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	20",Ganado ovino,4369,Disponible,70,Disponible,583,Disponible,8329,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	21",Ganado ovino,30892,Disponible,687,Disponible,4821,Disponible,7017,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	22",Ganado ovino,3156,Disponible,56,Disponible,441,Disponible,7875,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	23",Ganado ovino,3271,Disponible,70,Disponible,452,Disponible,6457,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	24",Ganado ovino,5001,Disponible,87,Disponible,830,Disponible,9540,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	25",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	26",Ganado ovino,24,Disponible, ,No significativo,4,Disponible,5376,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	27",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	28",Ganado ovino,325,Disponible,6,Disponible,51,Disponible,8500,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	29",Ganado ovino,1589,Disponible,38,Disponible,318,Disponible,8368,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	30",Ganado ovino,1854,Disponible,44,Disponible,394,Disponible,8955,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	31",Ganado ovino,298,Disponible,8,Disponible,66,Disponible,8250,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	32",Ganado ovino,6713,Disponible,126,Disponible,1146,Disponible,9095,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	01",Ganado porcino,83778,Disponible,5099,Disponible,39197,Disponible,7687,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	02",Ganado porcino,27610,Disponible,2160,Disponible,11805,Disponible,5465,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	03",Ganado porcino,12419,Disponible,988,Disponible,6772,Disponible,6854,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	04",Ganado porcino,25386,Disponible,1728,Disponible,13856,Disponible,8019,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	05",Ganado porcino,73737,Disponible,5184,Disponible,36963,Disponible,7130,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	06",Ganado porcino,82401,Disponible,5539,Disponible,43546,Disponible,7862,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	07",Ganado porcino,62816,Disponible,4316,Disponible,35826,Disponible,8301,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	08",Ganado porcino,31182,Disponible,2074,Disponible,14826,Disponible,7149,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	09",Ganado porcino,214610,Disponible,17147,Disponible,141731,Disponible,8266,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	10",Ganado porcino,10303,Disponible,758,Disponible,5097,Disponible,6724,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	11",Ganado porcino,392119,Disponible,30073,Disponible,186672,Disponible,6207,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	12",Ganado porcino,103001,Disponible,6482,Disponible,46990,Disponible,7249,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	13",Ganado porcino,109572,Disponible,8503,Disponible,58713,Disponible,6905,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	14",Ganado porcino,594034,Disponible,39088,Disponible,313165,Disponible,8012,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	15",Ganado porcino,570000,Disponible,43662,Disponible,339319,Disponible,7771,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	16",Ganado porcino,139291,Disponible,9964,Disponible,83215,Disponible,8352,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	17",Ganado porcino,80122,Disponible,6250,Disponible,45841,Disponible,7335,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	18",Ganado porcino,49718,Disponible,3414,Disponible,24815,Disponible,7269,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	19",Ganado porcino,173250,Disponible,11720,Disponible,86351,Disponible,7368,Disponible,Cifras Definitivas
